year,country,continent,industry,enscore,enero91v,ccii,gwe,gwghg
2015,australia,oceania,materials,4.6300001,,-1.885237,-1.7663982,
2016,australia,oceania,materials,4.75,,,0.1070132,
2017,australia,oceania,materials,8.4099998,,,-0.073591605,
2011,australia,oceania,services,58.57,,,-0.34530133,
2011,australia,oceania,services,52.939999,39.990002,,-0.34530133,
2012,australia,oceania,services,52.939999,39.990002,,0.60380828,
2012,australia,oceania,services,48.919998,,,0.60380828,
2013,australia,oceania,services,48.919998,,-0.99763423,-0.857032,
2013,australia,oceania,services,48.48,,-0.99763423,-0.857032,
2014,australia,oceania,services,48.48,,-1.1184506,-2.1267586,
2014,australia,oceania,services,61,,-1.1184506,-2.1267586,
2015,australia,oceania,services,61,,-1.5219351,-1.5600843,
2015,australia,oceania,services,64.540001,35.98,-1.5219351,-1.5600843,
2016,australia,oceania,services,64.540001,35.98,-1.2303233,-2.2388556,-1.1873692
2016,australia,oceania,services,75.339996,27.360001,-1.2303233,-2.2388556,-1.1873692
2017,australia,oceania,services,75.339996,27.360001,-0.78526378,-0.40814781,-0.80116069
2017,australia,oceania,services,73.660004,25.860001,-0.78526378,-0.40814781,-0.80116069
2018,australia,oceania,services,73.660004,25.860001,-1.0612214,-0.70898473,-1.0812442
2018,australia,oceania,services,73.099998,25.309999,-1.0612214,-0.70898473,-1.0812442
2019,australia,oceania,services,73.099998,25.309999,0.24018601,0.30922785,6.5880289
2019,australia,oceania,services,75.830002,2584.4199,0.24018601,0.30922785,6.5880289
2020,australia,oceania,services,75.830002,2584.4199,0.70848882,0.75324333,0.53592914
2020,australia,oceania,services,77.919998,2151.8301,0.70848882,0.75324333,0.53592914
2021,australia,oceania,services,77.919998,2151.8301,0.71511686,0.17651582,0.64584631
2021,australia,oceania,services,83.959999,2221.71,0.71511686,0.17651582,0.64584631
2022,australia,oceania,services,83.959999,2221.71,0.40463799,0.56682485,0.35700297
2011,australia,oceania,materials,73.669998,755.63,0.057172619,-0.15288204,
2011,australia,oceania,materials,70.449997,,0.057172619,-0.15288204,
2012,australia,oceania,materials,70.449997,,0.052179154,2.1364388,
2012,australia,oceania,materials,51.380001,,0.052179154,2.1364388,
2013,australia,oceania,materials,51.380001,,-0.48315659,0.40002692,
2013,australia,oceania,materials,45.77,,-0.48315659,0.40002692,
2014,australia,oceania,materials,45.77,,-0.31638175,-0.48806253,
2014,australia,oceania,materials,48.549999,,-0.31638175,-0.48806253,
2015,australia,oceania,materials,48.549999,,-0.65236098,-0.82290113,
2015,australia,oceania,materials,51.5,,-0.65236098,-0.82290113,
2016,australia,oceania,materials,51.5,,-0.70464498,-1.2296405,
2016,australia,oceania,materials,56.310001,,-0.70464498,-1.2296405,
2017,australia,oceania,materials,56.310001,,-0.037897114,-0.26804626,
2017,australia,oceania,materials,61.299999,919.16998,-0.037897114,-0.26804626,
2018,australia,oceania,materials,61.299999,919.16998,,-1.9203151,0.29141158
2018,australia,oceania,materials,79.800003,1180.99,,-1.9203151,0.29141158
2019,australia,oceania,materials,79.800003,1180.99,,0.82385385,-0.024477802
2019,australia,oceania,materials,76.419998,1445.83,,0.82385385,-0.024477802
2020,australia,oceania,materials,76.419998,1445.83,,-0.27327931,-0.077341594
2020,australia,oceania,materials,81.709999,1372.87,,-0.27327931,-0.077341594
2021,australia,oceania,materials,81.709999,1372.87,,1.1422147,0.30166265
2021,australia,oceania,materials,75.989998,1573.14,,1.1422147,0.30166265
2022,australia,oceania,materials,75.989998,1573.14,,0.25467911,0.13478321
2011,australia,oceania,fossil fuels,23.73,,,-0.56843275,
2011,australia,oceania,fossil fuels,25.200001,,,-0.56843275,
2012,australia,oceania,fossil fuels,25.200001,,,-0.75012106,
2012,australia,oceania,fossil fuels,32.34,,,-0.75012106,
2013,australia,oceania,fossil fuels,32.34,,,-1.4795938,
2013,australia,oceania,fossil fuels,40.029999,,,-1.4795938,
2014,australia,oceania,fossil fuels,40.029999,,,2.453007,
2014,australia,oceania,fossil fuels,22.15,,,2.453007,
2015,australia,oceania,fossil fuels,22.15,,,-1.5473204,
2015,australia,oceania,fossil fuels,35.310001,,,-1.5473204,
2016,australia,oceania,fossil fuels,35.310001,,,-0.047540057,
2016,australia,oceania,fossil fuels,37.060001,,,-0.047540057,
2017,australia,oceania,fossil fuels,37.060001,,,-0.32286146,
2017,australia,oceania,fossil fuels,41.599998,,,-0.32286146,
2018,australia,oceania,fossil fuels,41.599998,,,0.3052043,
2018,australia,oceania,fossil fuels,41.259998,,,0.3052043,
2019,australia,oceania,fossil fuels,41.259998,,-1.7806939,-1.2259761,
2019,australia,oceania,fossil fuels,38.59,,-1.7806939,-1.2259761,
2020,australia,oceania,fossil fuels,38.59,,-2.0266895,-2.5791924,
2020,australia,oceania,fossil fuels,42.959999,,-2.0266895,-2.5791924,
2021,australia,oceania,fossil fuels,42.959999,,-0.92932785,-0.33362943,
2021,australia,oceania,fossil fuels,38.59,,-0.92932785,-0.33362943,
2022,australia,oceania,fossil fuels,38.59,,-0.82119519,-0.95275033,
2011,australia,oceania,services,60.419998,4.5900002,-1.7984766,-2.4208398,-1.3976241
2011,australia,oceania,services,62.869999,3.8800001,-1.7984766,-2.4208398,-1.3976241
2012,australia,oceania,services,62.869999,3.8800001,-1.2150695,-0.62797409,-1.1939243
2012,australia,oceania,services,59,3.5799999,-1.2150695,-0.62797409,-1.1939243
2013,australia,oceania,services,59,3.5799999,-0.53713357,3.6215551,-0.5582794
2013,australia,oceania,services,31.559999,2.9400001,-0.53713357,3.6215551,-0.5582794
2014,australia,oceania,services,31.559999,2.9400001,-0.60700494,-0.8593865,-0.69011903
2014,australia,oceania,services,35.619999,3.27,-0.60700494,-0.8593865,-0.69011903
2015,australia,oceania,services,35.619999,3.27,-0.70125699,-1.1839089,-0.71367705
2015,australia,oceania,services,43.689999,2.76,-0.70125699,-1.1839089,-0.71367705
2016,australia,oceania,services,43.689999,2.76,-0.83862567,-0.37295118,-0.79045874
2016,australia,oceania,services,42.18,2.4200001,-0.83862567,-0.37295118,-0.79045874
2017,australia,oceania,services,42.18,2.4200001,-0.94693303,-0.8242138,-0.9583174
2017,australia,oceania,services,43.150002,2.51,-0.94693303,-0.8242138,-0.9583174
2018,australia,oceania,services,43.150002,2.51,0.3543168,1.1483047,0.33831409
2018,australia,oceania,services,38.27,2.5799999,0.3543168,1.1483047,0.33831409
2019,australia,oceania,services,38.27,2.5799999,0.40721381,0.69294691,0.3157278
2019,australia,oceania,services,38.93,2.6500001,0.40721381,0.69294691,0.3157278
2020,australia,oceania,services,38.93,2.6500001,-0.87053114,0.97055292,
2020,australia,oceania,services,26.690001,,-0.87053114,0.97055292,
2021,australia,oceania,services,26.690001,,-0.24605477,-0.15650085,
2021,australia,oceania,services,27.9,,-0.24605477,-0.15650085,
2022,australia,oceania,services,27.9,,-0.95560974,-0.79342288,
2011,australia,oceania,manufacturing,69.559998,,0.10894404,-0.56507576,
2011,australia,oceania,manufacturing,74.480003,118.63,0.10894404,-0.56507576,
2012,australia,oceania,manufacturing,74.480003,118.63,1.5479691,0.59353685,1.3986701
2012,australia,oceania,manufacturing,84.519997,132.22,1.5479691,0.59353685,1.3986701
2013,australia,oceania,manufacturing,84.519997,132.22,0.86862642,0.86083889,0.86500239
2013,australia,oceania,manufacturing,84.809998,143.19,0.86862642,0.86083889,0.86500239
2014,australia,oceania,manufacturing,84.809998,143.19,1.3302718,2.0433211,1.0111099
2014,australia,oceania,manufacturing,78.199997,126.74,1.3302718,2.0433211,1.0111099
2015,australia,oceania,manufacturing,78.199997,126.74,1.2284297,1.9693582,1.2295265
2015,australia,oceania,manufacturing,74.400002,158.06,1.2284297,1.9693582,1.2295265
2016,australia,oceania,manufacturing,74.400002,158.06,0.78453469,1.2405144,0.75715518
2016,australia,oceania,manufacturing,72.599998,210.98,0.78453469,1.2405144,0.75715518
2017,australia,oceania,manufacturing,72.599998,210.98,1.0066013,0.99480671,0.93767434
2017,australia,oceania,manufacturing,75.230003,260.10001,1.0066013,0.99480671,0.93767434
2018,australia,oceania,manufacturing,75.230003,260.10001,0.98375517,1.6871649,0.8982771
2018,australia,oceania,manufacturing,72.459999,234.09,0.98375517,1.6871649,0.8982771
2019,australia,oceania,manufacturing,72.459999,234.09,0.57424164,-0.15274015,0.43908891
2019,australia,oceania,manufacturing,81.93,357.79999,0.57424164,-0.15274015,0.43908891
2020,australia,oceania,manufacturing,81.93,357.79999,0.48291457,1.3681248,0.49614125
2020,australia,oceania,manufacturing,78.059998,311.92999,0.48291457,1.3681248,0.49614125
2021,australia,oceania,manufacturing,78.059998,311.92999,0.88688487,1.7701495,0.79748231
2021,australia,oceania,manufacturing,73.529999,290.23999,0.88688487,1.7701495,0.79748231
2022,australia,oceania,manufacturing,73.529999,290.23999,0.15004662,0.45856446,0.21627289
2011,australia,oceania,services,0,,,2.340621,
2012,australia,oceania,services,0,,,0.15590532,
2013,australia,oceania,services,0,,,0.075122282,
2014,australia,oceania,services,0,,,0.007635618,
2014,australia,oceania,services,1.15,,,0.007635618,
2015,australia,oceania,services,1.15,,,0.27977327,
2015,australia,oceania,services,1.45,,,0.27977327,
2016,australia,oceania,services,1.45,,,0.32555899,
2016,australia,oceania,services,1.11,,,0.32555899,
2017,australia,oceania,services,1.11,,,-0.60015142,
2017,australia,oceania,services,9.6099997,,,-0.60015142,
2018,australia,oceania,services,9.6099997,,-1.4151058,-2.825784,
2018,australia,oceania,services,26.290001,,-1.4151058,-2.825784,
2019,australia,oceania,services,26.290001,,,0.57360798,
2019,australia,oceania,services,24.200001,,,0.57360798,
2020,australia,oceania,services,24.200001,,,-1.7177293,
2020,australia,oceania,services,40.349998,,,-1.7177293,
2021,australia,oceania,services,40.349998,,,0.72161049,
2021,australia,oceania,services,36.700001,,,0.72161049,
2022,australia,oceania,services,36.700001,,,0.16218686,
2011,australia,oceania,services,81.68,16.110001,1.6308304,0.93680149,2.0295651
2011,australia,oceania,services,86.220001,9.4799995,1.6308304,0.93680149,2.0295651
2012,australia,oceania,services,86.220001,9.4799995,0.80035979,0.68774617,0.82223624
2012,australia,oceania,services,88.629997,9.3900003,0.80035979,0.68774617,0.82223624
2013,australia,oceania,services,88.629997,9.3900003,0.4539018,0.4159224,0.45290709
2013,australia,oceania,services,89.389999,9.9499998,0.4539018,0.4159224,0.45290709
2014,australia,oceania,services,89.389999,9.9499998,0.57681876,0.51654613,0.49910328
2014,australia,oceania,services,91.300003,10.67,0.57681876,0.51654613,0.49910328
2015,australia,oceania,services,91.300003,10.67,1.2284297,1.5631526,1.2330379
2015,australia,oceania,services,91.040001,11.93,1.2284297,1.5631526,1.2330379
2016,australia,oceania,services,91.040001,11.93,1.7003793,1.7337315,1.7477907
2016,australia,oceania,services,93.139999,10.39,1.7003793,1.7337315,1.7477907
2017,australia,oceania,services,93.139999,10.39,2.400274,2.6938713,2.3866477
2017,australia,oceania,services,92.330002,9.6899996,2.400274,2.6938713,2.3866477
2018,australia,oceania,services,92.330002,9.6899996,1.0620859,1.3621713,1.0531508
2018,australia,oceania,services,92.279999,10.85,1.0620859,1.3621713,1.0531508
2019,australia,oceania,services,92.279999,10.85,1.0753251,1.5023786,0.98268157
2019,australia,oceania,services,91.589996,10.46,1.0753251,1.5023786,0.98268157
2020,australia,oceania,services,91.589996,10.46,0.93406314,0.8973372,0.88373131
2020,australia,oceania,services,94.330002,6.9099998,0.93406314,0.8973372,0.88373131
2021,australia,oceania,services,94.330002,6.9099998,1.2393923,1.3237441,1.1325734
2021,australia,oceania,services,95.580002,6.8600001,1.2393923,1.3237441,1.1325734
2022,australia,oceania,services,95.580002,6.8600001,0.82317579,0.98536265,0.77554071
2011,australia,oceania,"food, beverage & agriculture",71.139999,289.95001,0.33621871,0.89621222,0.94539297
2012,australia,oceania,"food, beverage & agriculture",75.720001,,1.0740297,0.64508599,
2013,australia,oceania,"food, beverage & agriculture",70.879997,,0.62110633,1.6519669,
2014,australia,oceania,"food, beverage & agriculture",54.880001,,,1.7246685,
2015,australia,oceania,"food, beverage & agriculture",50.029999,,,0.64842045,
2016,australia,oceania,"food, beverage & agriculture",42.310001,,,0.8956545,
2017,australia,oceania,"food, beverage & agriculture",53.240002,,0.043768812,-0.98487872,
2018,australia,oceania,"food, beverage & agriculture",55.860001,,0.686993,0.82124454,
2019,australia,oceania,"food, beverage & agriculture",72.010002,,0.81333625,-0.67581159,
2020,australia,oceania,"food, beverage & agriculture",,,-0.54233319,,
2021,australia,oceania,"food, beverage & agriculture",,,,,
2022,australia,oceania,"food, beverage & agriculture",,,,,
2012,australia,oceania,materials,,,0.052179154,,
2011,australia,oceania,services,24.08,,,-0.5280661,
2011,australia,oceania,services,23.780001,,,-0.5280661,
2012,australia,oceania,services,23.780001,,,0.070112959,
2012,australia,oceania,services,24.549999,,,0.070112959,
2013,australia,oceania,services,24.549999,,-1.8270833,-1.7817247,
2013,australia,oceania,services,24.75,,-1.8270833,-1.7817247,
2014,australia,oceania,services,24.75,,-2.060267,-2.3814504,
2014,australia,oceania,services,29.58,3.8599999,-2.060267,-2.3814504,
2015,australia,oceania,services,29.58,3.8599999,-1.3385774,-1.3139272,-1.3415694
2015,australia,oceania,services,32.48,4.3299999,-1.3385774,-1.3139272,-1.3415694
2016,australia,oceania,services,32.48,4.3299999,-1.4134922,-4.2099943,-1.3660305
2016,australia,oceania,services,58.209999,2.8699999,-1.4134922,-4.2099943,-1.3660305
2017,australia,oceania,services,58.209999,2.8699999,-0.98435992,-0.64852339,-0.9946658
2017,australia,oceania,services,56.959999,3.3399999,-0.98435992,-0.64852339,-0.9946658
2018,australia,oceania,services,56.959999,3.3399999,,0.52198362,-0.016456611
2018,australia,oceania,services,54.740002,3.3399999,,0.52198362,-0.016456611
2019,australia,oceania,services,54.740002,3.3399999,,0.61129344,-0.083786123
2019,australia,oceania,services,52.290001,6.4699998,,0.61129344,-0.083786123
2020,australia,oceania,services,52.290001,6.4699998,,2.1895695,-0.050596785
2020,australia,oceania,services,37.27,1.99,,2.1895695,-0.050596785
2021,australia,oceania,services,37.27,1.99,,0.722911,-0.10518657
2021,australia,oceania,services,33.610001,4.98,,0.722911,-0.10518657
2022,australia,oceania,services,33.610001,4.98,,0.16218686,-0.04763503
2011,australia,oceania,services,22.75,873.78998,-0.28498346,-1.9315838,0.089493014
2011,australia,oceania,services,55.07,799.34998,-0.28498346,-1.9315838,0.089493014
2012,australia,oceania,services,55.07,799.34998,0.6458478,1.4056422,
2012,australia,oceania,services,49.650002,,0.6458478,1.4056422,
2013,australia,oceania,services,49.650002,,0.74737203,2.2347772,
2013,australia,oceania,services,40.16,,0.74737203,2.2347772,
2014,australia,oceania,services,40.16,,-0.60700494,-2.7715404,
2014,australia,oceania,services,65.620003,,-0.60700494,-2.7715404,
2015,australia,oceania,services,65.620003,,-1.1175338,2.0961537,
2015,australia,oceania,services,36.02,,-1.1175338,2.0961537,
2016,australia,oceania,services,36.02,,-0.1843787,-1.2719505,
2016,australia,oceania,services,47.48,493.82999,-0.1843787,-1.2719505,
2017,australia,oceania,services,47.48,493.82999,0.26160407,-0.028471341,0.11890121
2017,australia,oceania,services,52.75,447.64999,0.26160407,-0.028471341,0.11890121
2018,australia,oceania,services,52.75,447.64999,,-0.060882583,
2018,australia,oceania,services,56.23,,,-0.060882583,
2019,australia,oceania,services,56.23,,1.0753251,1.3537304,
2019,australia,oceania,services,56.959999,,1.0753251,1.3537304,
2020,australia,oceania,services,56.959999,,,-0.27113876,
2020,australia,oceania,services,61.57,,,-0.27113876,
